
gnostic_war_cants;Gnosis, Sing the War Cants;x
gnostic_war_cants_desc;Begin chanting the songs of the Gnosis and let the world of your enemies burn and break asunder.;x
gnostic_war_cants_offensive.4300_desc;Firey Convocation will 7% of all enemy armies each day for 10 days.;;;;;;;;;;;;x;
gnostic_war_cants_offensive.4300a;Magic is Might!.;;;;;;;;;;;;x;
gnostic_war_cants_offensive.4310;Dispel Firey Convocation 3.;;;;;;;;;;;;x;
gnostic_war_cants_offensive.4310_desc;Your nefarious foe has unleashed their evil magics upon you, do you wish to attempt to dispel their magic?.;;;;;;;;;;;;x;
gnostic_war_cants_offensive.4310a;Yes.;;;;;;;;;;;;x;
gnostic_war_cants_offensive.4310b;No.;;;;;;;;;;;;x;
gnostic_war_cants_offensive.4320;Magic Duel.;;;;;;;;;;;;x;
gnostic_war_cants_offensive.4320_desc;Curses, [event_target:high_magic_dispeler.GetBestName] has attempted to stop your spell!.;;;;;;;;;;;;x;
gnostic_war_cants_offensive.4320a;Yes.;;;;;;;;;;;;x;
gnostic_war_cants_offensive.4320b;No.;;;;;;;;;;;;x;
gnostic_war_cants_offensive.4321;Magic Duel.;;;;;;;;;;;;x;
gnostic_war_cants_offensive.4321_desc;Curses, Your enemy, the evil [event_target:high_magic_caster.GetBestName] has engaged you in a deeper contest of power.;;;;;;;;;;;;x;
gnostic_war_cants_offensive.4321a;Yes.;;;;;;;;;;;;x;
gnostic_war_cants_offensive.4321b;No.;;;;;;;;;;;;x;
gnostic_war_cants_offensive.4322;Magic Duel.;;;;;;;;;;;;x;
gnostic_war_cants_offensive.4322_desc;The battle of minds continues, surely [event_target:high_magic_dispeler.GetBestName] must be growing weak by now, do you wish to continue the battle.;;;;;;;;;;;;x;
gnostic_war_cants_offensive.4322a;Yes.;;;;;;;;;;;;x;
gnostic_war_cants_offensive.4322b;No.;;;;;;;;;;;;x;
gnostic_war_cants_offensive.41113;Firey Convocation 3.;;;;;;;;;;;;x;
gnostic_war_cants_offensive.41113_desc;The fires of mighty Asuryan himself scorch the earth, turning body and soul of all they touch to nothing but ash.;;;;;;;;;;;;x;
gnostic_war_cants_offensive.41113a;Cast Another Spell.;;;;;;;;;;;;x;
gnostic_war_cants_offensive.41113b;No.;;;;;;;;;;;;x;


gnostic_war_cants_offensive.99998;You Magic has been Dispeled.;;;;;;;;;;;;x;
gnostic_war_cants_offensive.99998_desc;To your horror your magic has been dispelled by an enemey caster.;;;;;;;;;;;;x;
gnostic_war_cants_offensive.99998a;Curses!.;;;;;;;;;;;;x;


gnostic_war_cants_offensive.99991;Miscast!.;;;;;;;;;;;;x;
gnostic_war_cants_offensive.99991_desc;Infamy, Infamy, the damned Gods have it in for me!.;;;;;;;;;;;;x;
gnostic_war_cants_offensive.99991a;Curses!.;;;;;;;;;;;;x;
